station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
PAFA,2020-11-24 10:53,-5.00,-11.00,74.97,0.00,0.00,T,29.59,1003.60,10.00,M,BKN,BKN,OVC,M,4400.00,12000.00,20000.00,M,-SN,M,M,M,M,M,M,-5.10,PAFA 241053Z 00000KT 10SM -SN BKN044 BKN120 OVC200 M21/M24 A2959 RMK AO2 SNB53 SLP036 P0000 T12061239 $,M
PAFA,2020-11-24 11:53,-5.00,-9.90,79.16,0.00,0.00,T,29.63,1005.00,9.00,M,SCT,BKN,OVC,M,3000.00,4300.00,10000.00,M,-SN,M,M,M,M,M,M,-5.10,PAFA 241153Z 00000KT 9SM -SN SCT030 BKN043 OVC100 M21/M23 A2963 RMK AO2 SLP050 P0000 60000 T12061233 11150 21233 51041 $,M
PAFA,2020-11-24 12:53,-5.00,-9.90,79.16,0.00,0.00,T,29.66,1005.80,8.00,M,FEW,BKN,OVC,M,3000.00,4200.00,10000.00,M,-SN,M,M,M,M,M,M,-5.10,PAFA 241253Z 00000KT 8SM -SN FEW030 BKN042 OVC100 M21/M23 A2966 RMK AO2 SLP058 P0000 T12061233 $,M
PAFA,2020-11-24 13:53,-2.00,-8.00,74.93,0.00,0.00,T,29.68,1006.40,7.00,M,BKN,BKN,OVC,M,3900.00,4400.00,10000.00,M,-SN,M,M,M,M,M,M,-2.00,PAFA 241353Z 00000KT 7SM -SN BKN039 BKN044 OVC100 M19/M22 A2968 RMK AO2 SLP064 P0000 T11891222 $,M
PAFA,2020-11-24 14:53,-0.90,-7.00,74.33,0.00,0.00,T,29.70,1007.20,9.00,M,BKN,BKN,OVC,M,1900.00,3000.00,5000.00,M,-SN,M,M,M,M,M,M,-0.90,PAFA 241453Z 00000KT 9SM -SN BKN019 BKN030 OVC050 M18/M22 A2970 RMK AO2 SLP072 P0000 60000 T11831217 51023 $,M
PAFA,2020-11-24 15:53,1.00,-5.00,74.89,40.00,3.00,T,29.71,1007.60,8.00,M,FEW,BKN,OVC,M,1900.00,2800.00,4500.00,M,-SN,M,M,M,M,M,M,-6.75,PAFA 241553Z 04003KT 8SM -SN FEW019 BKN028 OVC045 M17/M21 A2971 RMK AO2 SLP076 P0000 T11721206 $,M
PAFA,2020-11-24 16:53,3.00,-3.00,75.82,0.00,0.00,T,29.73,1008.30,8.00,M,FEW,BKN,OVC,M,1900.00,2400.00,4500.00,M,-SN,M,M,M,M,M,M,3.00,PAFA 241653Z 00000KT 8SM -SN FEW019 BKN024 OVC045 M16/M19 A2973 RMK AO2 SLP083 P0000 T11611194 $,M
PAFA,2020-11-24 17:53,4.00,-2.00,75.92,20.00,3.00,T,29.73,1008.40,7.00,M,FEW,BKN,OVC,M,1700.00,2400.00,4500.00,M,-SN,M,M,M,M,M,M,-3.43,PAFA 241753Z 02003KT 7SM -SN FEW017 BKN024 OVC045 M16/M19 A2973 RMK AO2 SLP084 P0000 60000 T11561189 11156 21206 51011,M
PAFA,2020-11-24 18:53,5.00,0.00,79.32,0.00,0.00,T,29.75,1008.80,10.00,M,FEW,BKN,BKN,OVC,1700.00,2200.00,4500.00,20000.00,-SN,M,M,M,M,M,M,5.00,PAFA 241853Z 00000KT 10SM -SN FEW017 BKN022 BKN045 OVC200 M15/M18 A2975 RMK AO2 SLP088 P0000 T11501178,M
PAFA,2020-11-24 19:53,8.10,1.90,75.29,10.00,3.00,T,29.75,1008.70,10.00,M,FEW,BKN,BKN,BKN,1700.00,2200.00,8500.00,20000.00,-SN,M,M,M,M,M,M,1.37,PAFA 241953Z 01003KT 10SM -SN FEW017 BKN022 BKN085 BKN200 M13/M17 A2975 RMK AO2 SLP087 P0000 T11331167,M
PAFA,2020-11-24 20:53,3.00,-2.00,79.14,20.00,4.00,T,29.74,1008.70,10.00,M,SCT,SCT,BKN,M,2000.00,8500.00,20000.00,M,-SN,M,M,M,M,M,M,-6.44,PAFA 242053Z 02004KT 10SM -SN SCT020 SCT085 BKN200 M16/M19 A2974 RMK AO2 SLP087 P0000 60000 T11611189 50002,M
PAFA,2020-11-24 21:53,1.90,-4.00,75.71,20.00,4.00,0.00,29.74,1008.50,10.00,M,FEW,FEW,BKN,M,2000.00,8500.00,20000.00,M,M,M,M,M,M,M,M,-7.73,PAFA 242153Z 02004KT 10SM FEW020 FEW085 BKN200 M17/M20 A2974 RMK AO2 SNE44 SLP085 T11671200,M
PAFA,2020-11-24 22:53,0.00,-5.00,78.48,30.00,4.00,0.00,29.72,1008.10,10.00,M,FEW,SCT,M,M,8500.00,20000.00,M,M,M,M,M,M,M,M,M,-9.95,PAFA 242253Z 03004KT 10SM FEW085 SCT200 M18/M21 A2972 RMK AO2 SLP081 T11781206,M
PAFA,2020-11-24 23:53,-3.00,-8.00,78.21,60.00,5.00,0.00,29.72,1007.90,10.00,M,FEW,SCT,M,M,8500.00,20000.00,M,M,M,M,M,M,M,M,M,-15.05,PAFA 242353Z 06005KT 10SM FEW085 SCT200 M19/M22 A2972 RMK AO2 SLP079 T11941222 11133 21200 57007,M
PAFA,2020-11-25 00:53,-5.00,-11.00,74.97,0.00,0.00,0.00,29.71,1007.80,10.00,M,FEW,SCT,M,M,8500.00,20000.00,M,M,M,T,M,M,M,M,M,-5.10,PAFA 250053Z 00000KT 10SM FEW085 SCT200 M21/M24 A2971 RMK AO2 SLP078 I1000 T12061239,M
PAFA,2020-11-25 01:53,-8.00,-14.10,73.90,0.00,0.00,0.00,29.69,1007.20,10.00,M,FEW,SCT,M,M,8500.00,20000.00,M,M,M,M,M,M,M,M,M,-8.00,PAFA 250153Z 00000KT 10SM FEW085 SCT200 M22/M26 A2969 RMK AO2 SLP072 T12221256,M
PAFA,2020-11-25 02:53,-0.90,-7.00,74.33,0.00,0.00,0.00,29.69,1006.80,10.00,M,FEW,BKN,BKN,M,9000.00,13000.00,20000.00,M,M,M,M,M,M,M,M,-0.90,PAFA 250253Z 00000KT 10SM FEW090 BKN130 BKN200 M18/M22 A2969 RMK AO2 SLP068 T11831217 58010,M
PAFA,2020-11-25 03:53,7.00,1.00,75.88,0.00,0.00,0.00,29.66,1005.80,10.00,M,FEW,BKN,BKN,M,9000.00,13000.00,20000.00,M,M,M,M,M,M,M,M,7.00,PAFA 250353Z 00000KT 10SM FEW090 BKN130 BKN200 M14/M17 A2966 RMK AO2 SLP058 T11391172,M
PAFA,2020-11-25 04:53,6.00,0.00,75.43,50.00,3.00,0.00,29.62,1004.30,10.00,M,BKN,BKN,M,M,12000.00,18000.00,M,M,M,M,M,M,M,M,M,-0.92,PAFA 250453Z 05003KT 10SM BKN120 BKN180 M14/M18 A2962 RMK AO2 SLP043 T11441178,M
PAFA,2020-11-25 05:53,10.00,3.00,72.75,70.00,8.00,0.00,29.60,1003.70,10.00,M,BKN,BKN,M,M,12000.00,18000.00,M,M,M,M,M,M,M,M,M,-2.99,PAFA 250553Z 07008KT 10SM BKN120 BKN180 M12/M16 A2960 RMK AO2 SLP037 T11221161 11122 21228 56028,M
PAFA,2020-11-25 06:53,1.90,-3.00,79.79,40.00,3.00,0.00,29.57,1002.50,10.00,M,BKN,BKN,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,-5.72,PAFA 250653Z 04003KT 10SM BKN120 BKN200 M17/M19 A2957 RMK AO2 SLP025 T11671194,M
PAFA,2020-11-25 07:53,1.00,-4.00,78.95,0.00,0.00,0.00,29.52,1001.10,10.00,M,BKN,BKN,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,1.00,PAFA 250753Z 00000KT 10SM BKN120 BKN200 M17/M20 A2952 RMK AO2 SLP011 T11721200,M
PAFA,2020-11-25 08:53,4.00,-0.90,79.97,40.00,4.00,0.00,29.50,1000.40,10.00,M,SCT,BKN,M,M,10000.00,20000.00,M,M,M,M,M,M,M,M,M,-5.39,PAFA 250853Z 04004KT 10SM SCT100 BKN200 M16/M18 A2950 RMK AO2 SLP004 T11561183 411221228 56033,M
PAFA,2020-11-25 09:53,3.00,-3.00,75.82,0.00,0.00,0.00,29.47,999.40,10.00,M,FEW,SCT,BKN,M,10000.00,16000.00,20000.00,M,M,M,M,M,M,M,M,3.00,PAFA 250953Z 00000KT 10SM FEW100 SCT160 BKN200 M16/M19 A2947 RMK AO2 SLP994 T11611194,M
PAFA,2020-11-25 10:53,1.00,-4.00,78.95,360.00,3.00,0.00,29.43,998.00,10.00,M,FEW,SCT,BKN,M,11000.00,16000.00,20000.00,M,M,M,M,M,M,M,M,-6.75,PAFA 251053Z 36003KT 10SM FEW110 SCT160 BKN200 M17/M20 A2943 RMK AO2 SLP980 T11721200,M
PAFA,2020-11-25 11:53,8.10,1.90,75.29,10.00,5.00,0.00,29.38,996.50,10.00,M,FEW,SCT,BKN,M,6000.00,12000.00,20000.00,M,M,M,M,M,M,M,M,-1.99,PAFA 251153Z 01005KT 10SM FEW060 SCT120 BKN200 M13/M17 A2938 RMK AO2 SLP965 T11331167 11122 21183 58040,M
PAFA,2020-11-25 12:53,10.90,5.00,76.62,20.00,6.00,0.00,29.34,995.00,10.00,M,FEW,SCT,BKN,M,10000.00,12000.00,20000.00,M,M,M,M,M,M,M,M,0.12,PAFA 251253Z 02006KT 10SM FEW100 SCT120 BKN200 M12/M15 A2934 RMK AO2 SLP950 T11171150,M
PAFA,2020-11-25 13:53,10.00,4.00,75.83,30.00,5.00,0.00,29.28,993.10,10.00,M,FEW,SCT,BKN,M,11000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,0.27,PAFA 251353Z 03005KT 10SM FEW110 SCT150 BKN200 M12/M16 A2928 RMK AO2 SLP931 T11221156,M
PAFA,2020-11-25 14:53,12.90,6.00,73.74,340.00,6.00,0.00,29.25,991.80,10.00,M,FEW,SCT,BKN,M,11000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,2.53,PAFA 251453Z 34006KT 10SM FEW110 SCT150 BKN200 M11/M14 A2925 RMK AO2 SLP918 T11061144 56045,M
PAFA,2020-11-25 15:53,16.00,8.10,70.50,30.00,4.00,0.00,29.21,990.40,10.00,M,FEW,SCT,BKN,M,6000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,8.74,PAFA 251553Z 03004KT 10SM FEW060 SCT150 BKN200 M09/M13 A2921 RMK AO2 SLP904 T10891133,M
PAFA,2020-11-25 16:53,15.10,7.00,69.75,20.00,6.00,0.00,29.17,989.10,10.00,M,FEW,SCT,BKN,M,6000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,5.18,PAFA 251653Z 02006KT 10SM FEW060 SCT150 BKN200 M09/M14 A2917 RMK AO2 SLP891 T10941139,M
PAFA,2020-11-25 17:53,12.00,5.00,72.97,360.00,5.00,0.00,29.14,987.80,10.00,M,FEW,BKN,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,2.64,PAFA 251753Z 36005KT 10SM FEW150 BKN200 M11/M15 A2914 RMK AO2 SLP878 T11111150 11083 21133 58038,M
PAFA,2020-11-25 18:53,12.90,7.00,76.82,0.00,0.00,0.00,29.09,986.40,10.00,M,BKN,BKN,BKN,M,12000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,12.90,PAFA 251853Z 00000KT 10SM BKN120 BKN150 BKN200 M11/M14 A2909 RMK AO2 SLP864 T11061139,M
PAFA,2020-11-25 19:53,15.10,9.00,76.34,0.00,0.00,0.00,29.07,985.50,10.00,M,BKN,BKN,OVC,M,11000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,15.10,PAFA 251953Z 00000KT 10SM BKN110 BKN150 OVC200 M09/M13 A2907 RMK AO2 SLP855 ACSL N T10941128,M
PAFA,2020-11-25 20:53,17.10,10.90,76.20,0.00,0.00,0.00,29.05,985.00,10.00,M,BKN,BKN,OVC,M,11000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,17.10,PAFA 252053Z 00000KT 10SM BKN110 BKN150 OVC200 M08/M12 A2905 RMK AO2 SLP850 ACSL N T10831117 56028,M
PAFA,2020-11-25 21:53,19.00,12.90,76.72,20.00,7.00,0.00,29.02,984.00,10.00,M,BKN,BKN,OVC,M,10000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,8.93,PAFA 252153Z 02007KT 10SM BKN100 BKN150 OVC200 M07/M11 A2902 RMK AO2 SLP840 T10721106,M
PAFA,2020-11-25 22:53,21.00,14.00,73.94,50.00,3.00,0.00,29.03,984.10,10.00,M,SCT,BKN,OVC,M,10000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,16.11,PAFA 252253Z 05003KT 10SM SCT100 BKN150 OVC200 M06/M10 A2903 RMK AO2 SLP841 T10611100,M
PAFA,2020-11-25 23:53,19.90,14.00,77.48,30.00,6.00,0.00,29.01,983.30,10.00,M,BKN,BKN,BKN,M,10000.00,15000.00,20000.00,M,M,M,M,M,M,M,M,10.96,PAFA 252353Z 03006KT 10SM BKN100 BKN150 BKN200 M07/M10 A2901 RMK AO2 SLP833 T10671100 11056 21122 56015,M
PAFA,2020-11-26 00:53,23.00,18.00,80.85,30.00,4.00,0.00,29.00,983.10,10.00,M,BKN,BKN,BKN,M,9000.00,14000.00,20000.00,M,M,M,M,M,M,M,M,16.91,PAFA 260053Z 03004KT 10SM BKN090 BKN140 BKN200 M05/M08 A2900 RMK AO2 SLP831 T10501078,M
PAFA,2020-11-26 01:53,25.00,19.90,80.66,0.00,0.00,0.00,29.00,983.00,10.00,M,BKN,BKN,BKN,M,7000.00,8500.00,20000.00,M,M,M,M,M,M,M,M,25.00,PAFA 260153Z 00000KT 10SM BKN070 BKN085 BKN200 M04/M07 A2900 RMK AO2 SLP830 T10391067,M
PAFA,2020-11-26 02:53,27.00,21.00,77.80,0.00,0.00,0.00,29.02,983.60,10.00,M,BKN,BKN,BKN,M,7000.00,8500.00,20000.00,M,M,M,M,M,M,M,M,27.00,PAFA 260253Z 00000KT 10SM BKN070 BKN085 BKN200 M03/M06 A2902 RMK AO2 SLP836 T10281061 53004,M
PAFA,2020-11-26 03:53,25.00,21.00,84.53,90.00,3.00,0.00,29.02,983.70,10.00,M,BKN,OVC,M,M,6500.00,8000.00,M,M,M,M,M,M,M,M,M,20.69,PAFA 260353Z 09003KT 10SM BKN065 OVC080 M04/M06 A2902 RMK AO2 SLP837 T10391061,M
PAFA,2020-11-26 04:53,26.10,21.90,83.89,260.00,3.00,T,29.03,984.10,9.00,M,BKN,OVC,M,M,4000.00,6000.00,M,M,-SN,M,M,M,M,M,M,21.94,PAFA 260453Z 26003KT 9SM -SN BKN040 OVC060 M03/M06 A2903 RMK AO2 SNB42 SLP841 P0000 T10331056,M
PAFA,2020-11-26 05:53,27.00,21.90,80.83,50.00,3.00,T,29.00,983.00,9.00,M,BKN,BKN,OVC,M,2600.00,3200.00,4500.00,M,-SN,M,M,M,M,M,M,22.97,PAFA 260553Z 05003KT 9SM -SN BKN026 BKN032 OVC045 M03/M06 A2900 RMK AO2 SLP830 P0000 60000 T10281056 11028 21067 58005,M
PAFA,2020-11-26 06:53,27.00,23.00,84.66,240.00,4.00,T,29.03,984.10,9.00,M,SCT,BKN,BKN,M,3000.00,5500.00,7000.00,M,M,M,M,M,M,M,M,21.58,PAFA 260653Z 24004KT 9SM SCT030 BKN055 BKN070 M03/M05 A2903 RMK AO2 SNE51 SLP841 P0000 T10281050,M
PAFA,2020-11-26 07:53,24.10,19.90,83.75,0.00,0.00,0.00,29.03,984.00,10.00,M,SCT,BKN,BKN,M,6000.00,7500.00,9500.00,M,M,M,M,M,M,M,M,24.10,PAFA 260753Z 00000KT 10SM SCT060 BKN075 BKN095 M04/M07 A2903 RMK AO2 SLP840 T10441067,M
PAFA,2020-11-26 08:53,27.00,19.00,71.45,220.00,6.00,0.00,29.07,985.50,10.00,M,SCT,BKN,BKN,M,6000.00,8000.00,9500.00,M,M,M,M,M,M,M,M,19.51,PAFA 260853Z 22006KT 10SM SCT060 BKN080 BKN095 M03/M07 A2907 RMK AO2 SLP855 60000 T10281072 410221178 53025,M
PAFA,2020-11-26 09:53,25.00,18.00,74.36,240.00,5.00,0.00,29.11,986.70,10.00,M,SCT,BKN,BKN,M,5500.00,8000.00,18000.00,M,M,M,M,M,M,M,M,18.08,PAFA 260953Z 24005KT 10SM SCT055 BKN080 BKN180 M04/M08 A2911 RMK AO2 SLP867 T10391078,M
PAFA,2020-11-26 10:53,21.00,14.00,73.94,M,6.00,0.00,29.14,987.70,10.00,M,BKN,BKN,M,M,3100.00,8000.00,M,M,M,M,M,M,M,M,M,12.28,PAFA 261053Z VRB06KT 10SM BKN031 BKN080 M06/M10 A2914 RMK AO2 SLP877 T10611100,M
PAFA,2020-11-26 11:53,19.90,14.00,77.48,200.00,7.00,T,29.18,989.30,8.00,M,BKN,BKN,BKN,M,2200.00,3500.00,8000.00,M,-SN,M,M,M,M,M,M,10.03,PAFA 261153Z 20007KT 8SM -SN BKN022 BKN035 BKN080 M07/M10 A2918 RMK AO2 SNB50 SLP893 P0000 60000 T10671100 11022 21067 53037,M
PAFA,2020-11-26 12:53,19.00,12.90,76.72,180.00,4.00,T,29.22,990.60,9.00,M,BKN,OVC,M,M,1900.00,4000.00,M,M,-SN,M,M,M,M,M,M,12.24,PAFA 261253Z 18004KT 9SM -SN BKN019 OVC040 M07/M11 A2922 RMK AO2 SLP906 P0000 T10721106,M
PAFA,2020-11-26 13:53,19.90,14.00,77.48,170.00,5.00,T,29.24,991.20,9.00,M,BKN,OVC,M,M,1300.00,4000.00,M,M,-SN,M,M,M,M,M,M,12.03,PAFA 261353Z 17005KT 9SM -SN BKN013 OVC040 M07/M10 A2924 RMK AO2 SLP912 P0000 T10671100,M
PAFA,2020-11-26 14:53,19.00,14.00,80.52,150.00,3.00,T,29.28,992.40,10.00,M,OVC,M,M,M,1200.00,M,M,M,-SN,M,M,M,M,M,M,13.83,PAFA 261453Z 15003KT 10SM -SN OVC012 M07/M10 A2928 RMK AO2 SNE1357B49 SLP924 P0000 60000 T10721100 51031,M
PAFA,2020-11-26 15:53,19.90,16.00,84.55,0.00,0.00,T,29.31,993.50,6.00,M,OVC,M,M,M,1000.00,M,M,M,-SN BR,M,M,M,M,M,M,19.90,PAFA 261553Z 00000KT 6SM -SN BR OVC010 M07/M09 A2931 RMK AO2 SLP935 VIS NE 2 1/2 P0000 T10671089,M
PAFA,2020-11-26 16:53,21.00,18.00,87.97,0.00,0.00,0.01,29.33,994.10,2.00,M,BKN,OVC,M,M,900.00,1800.00,M,M,-FZDZSN BR,T,M,M,M,M,M,21.00,PAFA 261653Z 00000KT 2SM -FZDZSN BR BKN009 OVC018 M06/M08 A2933 RMK AO2 FZDZB40 SLP941 P0001 I1000 T10611078,M
PAFA,2020-11-26 17:53,19.90,17.10,88.68,20.00,3.00,T,29.35,994.90,4.00,M,SCT,BKN,OVC,M,800.00,1800.00,2500.00,M,BR,T,M,T,M,M,M,14.86,PAFA 261753Z 02003KT 4SM BR SCT008 BKN018 OVC025 M07/M08 A2935 RMK AO2 FZDZE44SNE44 SLP949 P0000 60001 I1000 I6000 T10671083 11061 21078 51025,M
PAFA,2020-11-26 18:53,21.00,19.00,91.83,0.00,0.00,T,29.38,995.80,3.00,M,SCT,BKN,OVC,M,800.00,1500.00,2200.00,M,-FZDZSN BR,T,M,M,M,M,M,21.00,PAFA 261853Z 00000KT 3SM -FZDZSN BR SCT008 BKN015 OVC022 M06/M07 A2938 RMK AO2 FZDZB08SNB08 SLP958 P0000 I1000 T10611072,M
PAFA,2020-11-26 19:53,21.00,18.00,87.97,220.00,3.00,T,29.40,996.60,6.00,M,SCT,BKN,OVC,M,800.00,2800.00,3500.00,M,-SN BR,T,M,M,M,M,M,16.11,PAFA 261953Z 22003KT 6SM -SN BR SCT008 BKN028 OVC035 M06/M08 A2940 RMK AO2 FZDZE47 SLP966 P0000 I1000 T10611078,M
PAFA,2020-11-26 20:53,21.90,17.10,81.46,M,3.00,T,29.45,998.20,10.00,M,FEW,BKN,BKN,M,800.00,3600.00,5000.00,M,-SN,M,T,M,M,M,M,17.14,PAFA 262053Z VRB03KT 10SM -SN FEW008 BKN036 BKN050 M06/M08 A2945 RMK AO2 SLP982 P0000 60000 I3000 T10561083 53033,M
PAFA,2020-11-26 21:53,19.90,16.00,84.55,0.00,0.00,T,29.49,999.50,10.00,M,BKN,BKN,M,M,4500.00,6000.00,M,M,M,M,M,M,M,M,M,19.90,PAFA 262153Z 00000KT 10SM BKN045 BKN060 M07/M09 A2949 RMK AO2 SNE37 SLP995 P0000 T10671089,M
PAFA,2020-11-26 22:53,18.00,14.00,84.05,220.00,3.00,T,29.50,1000.10,10.00,M,SCT,BKN,M,M,4500.00,6500.00,M,M,-SN,M,M,M,M,M,M,12.68,PAFA 262253Z 22003KT 10SM -SN SCT045 BKN065 M08/M10 A2950 RMK AO2 SNB22 SLP001 P0000 T10781100,M
PAFA,2020-11-26 23:53,24.10,21.00,87.76,0.00,0.00,T,29.52,1000.60,10.00,M,SCT,SCT,M,M,4500.00,6500.00,M,M,-SN,M,M,T,M,M,M,24.10,PAFA 262353Z 00000KT 10SM -SN SCT045 SCT065 M04/M06 A2952 RMK AO2 SLP006 P0000 60000 I6000 T10441061 11044 21083 51023,M
PAFA,2020-11-27 00:53,7.00,5.00,91.29,40.00,4.00,T,29.53,1001.30,10.00,M,FEW,FEW,SCT,M,1700.00,6500.00,18000.00,M,M,T,M,M,M,M,M,-1.77,PAFA 270053Z 04004KT 10SM FEW017 FEW065 SCT180 M14/M15 A2953 RMK AO2 SNE14 SLP013 P0000 I1000 T11391150,M
PAFA,2020-11-27 01:53,10.90,9.00,91.86,0.00,0.00,0.00,29.56,1002.10,10.00,M,FEW,FEW,SCT,M,1700.00,6500.00,18000.00,M,M,M,M,M,M,M,M,10.90,PAFA 270153Z 00000KT 10SM FEW017 FEW065 SCT180 M12/M13 A2956 RMK AO2 SLP021 T11171128,M
PAFA,2020-11-27 02:53,8.60,3.20,78.18,0.00,0.00,0.00,29.57,M,0.50,M,BKN,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,8.60,PAFA 270253Z 00000KT 1/2SM R02L/P6000FT BR BKN002 M13/M16 A2957,M
PAFA,2020-11-27 03:53,8.60,6.80,92.19,20.00,3.00,0.00,29.59,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FZFG,M,M,M,M,M,M,1.94,PAFA 270353Z 02003KT 1/4SM R02L/1400V1600FT FZFG VV002 M13/M14 A2959,M
PAFA,2020-11-27 04:53,12.20,8.60,85.17,0.00,0.00,0.00,29.60,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FZFG,M,M,M,M,M,M,12.20,PAFA 270453Z 00000KT 1/4SM R02L/1200V2400FT FZFG VV002 M11/M13 A2960,M
PAFA,2020-11-27 05:53,15.80,12.20,85.40,0.00,0.00,0.00,29.61,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FZFG,M,M,M,M,M,M,15.80,PAFA 270553Z 00000KT 1/4SM R02L/1600V2000FT FZFG VV002 M09/M11 A2961,M
PAFA,2020-11-27 06:53,19.00,15.10,84.49,40.00,4.00,0.00,29.61,1003.80,2.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,12.24,PAFA 270653Z 04004KT 2 1/2SM BR OVC004 M07/M09 A2961 RMK AO2 TWR VIS 4 SLP038 T10721094,M
PAFA,2020-11-27 07:53,16.00,12.00,83.91,0.00,0.00,0.00,29.62,1004.10,7.00,M,BKN,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,16.00,PAFA 270753Z 00000KT 7SM BKN008 M09/M11 A2962 RMK AO2 SLP041 T10891111,M
PAFA,2020-11-27 08:53,8.10,4.00,82.58,0.00,0.00,0.00,29.61,1003.80,7.00,M,BKN,BKN,M,M,500.00,1100.00,M,M,M,M,M,M,M,M,M,8.10,PAFA 270853Z 00000KT 7SM R02L/2200VP6000FT BKN005 BKN011 M13/M16 A2961 RMK AO2 SLP038 T11331156 410281144 58001,M
PAFA,2020-11-27 09:53,6.00,1.90,82.43,0.00,0.00,0.00,29.60,1003.40,10.00,M,FEW,BKN,M,M,500.00,18000.00,M,M,M,M,M,M,M,M,M,6.10,PAFA 270953Z 00000KT 10SM FEW005 BKN180 M14/M17 A2960 RMK AO2 SLP034 T11441167,M
PAFA,2020-11-27 10:53,7.00,1.90,79.13,0.00,0.00,0.00,29.59,1003.30,10.00,M,BKN,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,7.00,PAFA 271053Z 00000KT 10SM BKN150 M14/M17 A2959 RMK AO2 SLP033 T11391167,M
PAFA,2020-11-27 11:53,6.00,1.00,79.05,30.00,3.00,0.00,29.57,1002.50,10.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,-0.92,PAFA 271153Z 03003KT 10SM BKN200 M14/M17 A2957 RMK AO2 SLP025 T11441172 11072 21150 58013,M
PAFA,2020-11-27 12:53,5.00,1.00,83.12,60.00,3.00,0.00,29.56,1002.20,10.00,M,BKN,BKN,M,M,10000.00,20000.00,M,M,M,M,M,M,M,M,M,-2.18,PAFA 271253Z 06003KT 10SM BKN100 BKN200 M15/M17 A2956 RMK AO2 SLP022 T11501172,M
PAFA,2020-11-27 13:53,7.00,1.90,79.13,80.00,4.00,0.00,29.54,1001.50,10.00,M,BKN,BKN,M,M,10000.00,16000.00,M,M,M,M,M,M,M,M,M,-1.77,PAFA 271353Z 08004KT 10SM BKN100 BKN160 M14/M17 A2954 RMK AO2 SLP015 T11391167,M
PAFA,2020-11-27 14:53,7.00,1.90,79.13,80.00,4.00,0.00,29.52,1001.00,10.00,M,BKN,BKN,M,M,10000.00,16000.00,M,M,M,M,M,M,M,M,M,-1.77,PAFA 271453Z 08004KT 10SM BKN100 BKN160 M14/M17 A2952 RMK AO2 SLP010 T11391167 58016,M
PAFA,2020-11-27 15:53,15.10,10.90,83.11,60.00,7.00,0.00,29.51,1000.50,10.00,M,BKN,BKN,M,M,9000.00,16000.00,M,M,M,M,M,M,M,M,M,4.18,PAFA 271553Z 06007KT 10SM BKN090 BKN160 M09/M12 A2951 RMK AO2 SLP005 T10941117,M
PAFA,2020-11-27 16:53,10.00,6.00,83.87,30.00,5.00,0.00,29.49,999.90,10.00,M,SCT,BKN,M,M,9000.00,20000.00,M,M,M,M,M,M,M,M,M,0.27,PAFA 271653Z 03005KT 10SM SCT090 BKN200 M12/M14 A2949 RMK AO2 SLP999 T11221144,M
PAFA,2020-11-27 17:53,9.00,4.00,79.31,50.00,8.00,0.00,29.47,999.10,10.00,M,SCT,BKN,M,M,9000.00,20000.00,M,M,M,M,M,M,M,M,M,-4.22,PAFA 271753Z 05008KT 10SM SCT090 BKN200 M13/M16 A2947 RMK AO2 SLP991 T11281156 11089 21161 58017,M
PAFA,2020-11-27 18:53,8.10,5.00,86.86,50.00,5.00,0.00,29.47,999.00,10.00,M,SCT,BKN,M,M,9000.00,20000.00,M,M,M,M,M,M,M,M,M,-1.99,PAFA 271853Z 05005KT 10SM SCT090 BKN200 M13/M15 A2947 RMK AO2 SLP990 T11331150,M
PAFA,2020-11-27 19:53,7.00,3.00,83.27,0.00,0.00,0.00,29.44,998.30,10.00,M,FEW,SCT,BKN,M,9000.00,17000.00,22000.00,M,M,T,M,M,M,M,M,7.00,PAFA 271953Z 00000KT 10SM FEW090 SCT170 BKN220 M14/M16 A2944 RMK AO2 SLP983 I1000 T11391161,M
